@Relation genericBIFF
@Attribute cap-shape {b,s,c,f,x,k}
@Attribute cap-surface {s,f,g,y}
@Attribute cap-color {p,b,r,c,e,u,w,g,y,n}
@Attribute bruises {t,f}
@Attribute odor {p,a,c,s,f,y,l,m,n}
@Attribute gill-attachment {a,f}
@Attribute gill-spacing {c,w}
@Attribute gill-size {b,n}
@Attribute gill-color {b,e,g,h,k,n,o,p,r,u,w,y}
@Attribute stalk-shape {t,e}
@Attribute stalk-root {b,r,c,e}
@Attribute stalk-surface-above-ring {s,f,y,k}
@Attribute stalk-surface-below-ring {s,f,y,k}
@Attribute stalk-color-above-ring {p,b,c,e,w,g,y,n,o}
@Attribute stalk-color-below-ring {p,b,c,e,w,g,y,n,o}
@Attribute veil-type {p}
@Attribute veil-color {w,y,n,o}
@Attribute ring-number {t,n,o}
@Attribute ring-type {p,e,f,l,n}
@Attribute spore-print-color {r,b,u,w,h,y,k,n,o}
@Attribute population {a,s,c,v,y,n}
@Attribute habitat {p,d,u,g,w,l,m}
@Attribute class {p,e}

@DATA
?,?,w,f,n,f,w,b,?,t,e,f,f,w,w,p,w,o,e,n,?,g,e
f,s,?,t,p,f,c,n,p,e,e,s,s,w,w,p,w,o,p,n,s,g,?
f,f,n,f,n,f,w,b,k,t,e,f,s,w,w,p,?,?,e,n,a,g,e
x,f,w,f,n,f,w,b,h,t,e,s,s,?,w,p,w,o,e,k,s,g,e
f,s,w,t,p,f,c,n,k,e,e,?,s,w,w,p,w,o,?,k,s,u,p
x,f,n,f,n,f,w,?,?,t,e,s,?,w,w,p,w,o,e,n,a,g,e
f,f,w,f,n,f,w,b,n,t,e,s,s,w,w,p,w,o,e,n,s,?,?
x,s,?,f,n,f,w,?,h,t,?,?,s,w,w,p,w,o,e,k,s,g,e
f,s,w,f,?,f,w,b,h,t,e,f,s,w,w,p,w,o,e,n,s,g,e
?,y,y,t,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,n,m,e
x,s,g,f,n,f,w,b,n,t,?,s,?,w,w,p,w,o,?,n,a,g,?
x,f,w,f,n,f,?,b,n,t,e,s,f,w,w,p,?,o,e,k,s,?,e
x,s,n,f,n,f,w,b,n,t,?,f,?,?,w,p,w,o,e,n,s,g,e
x,?,n,f,n,f,w,b,n,t,e,f,s,w,w,p,w,o,e,k,a,g,e
f,f,g,f,n,f,w,b,?,t,e,f,f,w,w,p,w,o,e,k,a,g,e
x,y,n,t,p,f,c,n,n,e,e,s,?,w,?,p,w,o,p,k,s,u,p
f,s,g,f,n,f,?,b,h,t,e,f,s,w,w,?,w,o,e,?,?,g,e
x,f,?,t,n,f,c,b,p,t,b,s,s,w,?,p,w,o,p,k,y,d,e
f,s,w,f,n,f,w,?,n,t,e,s,f,?,w,p,w,o,e,k,a,g,e
x,f,n,t,n,f,c,b,?,t,b,s,s,g,g,p,?,o,p,?,v,d,e
x,f,g,f,n,f,w,b,p,t,e,f,s,w,w,p,w,o,e,n,a,?,e
x,?,?,f,n,f,w,b,n,t,e,s,f,w,w,p,w,o,e,k,a,g,e
f,s,w,t,p,f,c,n,k,e,e,s,s,w,w,?,w,o,p,n,v,g,p
f,s,w,t,p,f,c,n,p,e,e,s,s,w,w,p,w,o,p,k,v,g,p
?,s,g,f,n,f,w,b,k,t,e,?,s,w,w,p,w,o,e,n,a,g,e
x,f,n,t,n,f,c,b,u,t,b,s,?,g,p,p,w,o,p,n,v,d,e
x,s,g,f,n,f,w,b,k,t,e,s,?,w,w,p,w,o,e,k,s,g,e
x,y,y,t,a,f,c,b,w,e,r,s,y,w,w,p,w,o,p,?,s,p,e
f,s,w,f,n,f,w,?,n,t,e,s,s,w,w,p,w,o,e,n,a,g,e
x,s,w,f,?,f,w,b,p,t,e,s,s,w,w,p,w,o,?,n,a,?,e
x,f,g,f,n,f,w,b,k,t,e,f,s,?,w,p,w,o,e,k,a,g,e
f,s,w,f,n,?,w,b,h,t,e,s,f,w,w,p,w,o,e,n,s,g,e
x,f,n,t,n,f,c,b,n,t,b,?,s,?,w,p,w,o,p,?,y,d,e
f,s,g,f,n,f,w,b,?,t,e,?,?,w,w,p,w,o,e,n,a,g,e
f,s,?,f,n,?,w,b,h,t,?,s,s,w,w,p,w,o,e,n,s,g,e
?,f,n,f,n,f,w,b,p,?,e,f,s,w,w,p,w,?,e,n,s,g,e
?,s,w,f,n,f,w,b,k,t,e,s,f,w,w,?,w,o,e,n,s,g,e
f,s,w,f,n,f,w,b,h,t,e,s,s,w,w,p,w,o,e,n,a,g,?
f,?,g,f,n,f,?,b,p,t,?,s,s,w,w,p,w,o,e,?,s,g,e
f,f,w,?,n,?,w,b,n,t,e,f,f,w,w,p,w,o,e,n,s,g,e
f,s,?,f,n,f,w,b,p,t,e,s,?,w,w,p,w,o,e,n,a,g,e
f,s,w,t,p,f,c,n,k,e,e,s,s,w,w,p,w,o,p,n,s,g,p
x,f,g,f,n,f,w,b,n,t,e,f,s,w,w,p,w,o,e,n,a,?,e
b,y,y,t,l,f,c,b,k,?,c,s,s,w,w,?,w,o,p,?,n,g,e
f,f,n,f,?,f,w,b,k,t,e,f,f,w,?,p,w,o,e,n,s,?,e
?,s,g,f,n,f,w,b,k,t,e,?,s,?,w,p,w,o,e,n,s,g,e
x,?,n,t,n,f,c,b,n,t,?,s,s,w,g,p,w,o,p,k,y,d,e
b,s,y,t,l,?,c,b,n,e,c,s,s,w,w,p,?,o,p,k,s,m,e
x,s,?,?,n,f,w,b,p,t,e,?,?,w,w,p,w,o,e,k,s,g,e
f,f,n,t,n,f,c,b,n,t,b,s,s,w,?,p,w,o,p,?,y,d,e
x,s,w,t,p,f,c,n,n,e,e,s,?,w,w,p,w,o,p,n,s,?,p
f,?,w,f,n,?,w,b,n,t,e,f,s,w,w,p,w,o,e,k,s,g,e
f,y,w,?,p,?,c,n,k,e,e,s,s,w,w,p,w,o,p,n,s,?,p
x,s,n,f,n,f,w,b,k,t,e,f,s,w,w,p,w,o,e,n,a,g,e
f,?,n,?,n,f,w,b,?,t,e,s,f,w,w,p,w,o,e,k,a,g,?
b,s,y,t,l,f,c,?,g,e,c,s,s,?,w,p,w,o,p,k,n,g,e
?,s,g,f,n,f,?,b,k,t,e,f,f,w,w,p,w,o,e,n,a,g,e
x,s,g,f,n,f,w,b,?,t,e,s,f,w,w,p,w,o,e,n,a,g,e
f,f,?,f,n,f,w,b,k,t,e,f,f,w,w,p,?,o,e,k,s,g,e
x,f,?,f,n,f,w,?,k,t,e,s,s,w,w,?,w,o,e,k,s,?,?
f,s,w,f,n,f,w,b,n,t,?,s,?,w,w,p,w,o,e,k,?,?,e
f,s,?,t,p,f,c,n,k,e,e,s,s,w,w,p,w,?,?,k,v,g,p
f,f,g,f,?,f,w,b,?,t,e,s,f,w,w,p,?,o,e,n,a,g,e
f,s,?,?,n,f,w,b,h,t,e,s,s,w,w,p,w,o,e,?,a,g,e
?,f,n,t,n,f,c,b,n,t,b,s,s,p,g,p,w,o,p,k,y,d,e
x,?,n,f,n,f,w,b,?,t,e,s,f,?,w,p,w,o,e,n,?,g,e
x,f,e,t,n,f,c,?,u,t,b,s,s,w,p,p,w,o,p,n,y,d,e
?,y,y,t,a,f,c,b,n,e,c,s,?,?,w,p,w,o,p,n,n,g,e
f,f,w,f,n,f,w,b,k,t,e,f,?,w,w,p,w,o,e,k,s,g,e
x,s,w,f,n,f,w,b,n,t,e,s,f,w,w,p,w,o,e,k,a,?,e
f,f,n,f,n,f,?,b,h,?,e,f,s,w,w,p,w,?,e,n,a,g,?
f,s,w,t,p,f,c,n,?,?,e,s,s,w,w,p,w,o,p,?,s,u,p
f,f,g,t,?,?,c,b,n,t,b,?,s,w,g,p,w,o,p,n,y,d,e
f,s,w,?,n,f,w,b,?,t,e,s,s,?,w,p,w,o,e,?,s,?,e
f,f,w,f,n,f,w,b,h,t,e,s,f,w,w,p,w,o,e,k,a,g,e
f,y,n,t,p,f,c,n,k,e,e,s,s,w,w,p,w,o,p,?,v,g,p
x,s,w,f,n,f,w,b,p,t,e,?,f,w,w,p,w,o,e,k,s,g,e
x,f,?,t,?,f,c,b,?,t,b,s,s,g,w,p,w,o,?,n,y,d,e
?,y,g,t,n,f,c,b,u,t,?,s,s,w,p,p,w,o,p,n,v,d,e
x,y,g,t,?,?,c,b,p,t,b,s,s,w,?,p,w,o,p,n,v,d,e
f,s,?,f,n,f,w,b,k,t,e,f,?,w,w,p,?,o,e,?,s,g,e
f,s,w,?,n,f,w,b,h,?,e,f,f,?,w,p,?,?,e,n,s,g,e
f,s,n,f,n,f,w,b,k,t,e,s,f,w,w,p,w,o,e,n,a,g,?
x,s,n,f,n,f,w,b,p,t,e,f,?,w,w,p,w,o,e,k,a,g,e
f,f,w,f,n,f,?,b,h,?,e,f,f,?,w,?,?,o,e,k,a,g,e
?,f,n,f,n,f,w,b,n,t,e,f,f,w,w,?,w,o,e,k,s,g,e
f,f,w,f,?,f,?,b,?,t,e,s,s,w,w,?,w,o,e,k,a,g,e
f,f,n,f,n,f,w,b,n,t,e,f,s,w,w,p,w,o,e,n,a,g,e
f,s,w,f,n,f,w,b,n,t,?,f,?,w,w,p,?,o,e,k,s,g,e
f,f,n,f,n,f,w,b,p,?,e,f,s,w,w,p,w,o,e,n,a,g,e
f,y,n,t,p,f,c,n,?,e,e,?,?,w,w,p,?,o,p,?,v,u,p
f,f,w,f,n,f,w,b,k,t,e,s,s,?,w,p,w,o,e,?,a,g,e
f,s,w,f,n,f,w,b,p,t,e,s,f,w,w,p,w,o,e,n,s,g,e
x,f,n,f,n,f,?,b,k,t,e,s,f,w,?,p,w,o,e,n,a,g,e
f,f,w,f,n,f,w,b,p,t,e,f,f,w,?,p,w,o,e,n,s,g,e
x,f,g,f,n,f,w,b,n,t,e,s,f,w,w,p,w,o,e,k,a,g,e
f,s,?,f,?,f,w,b,p,t,e,s,s,w,w,p,w,o,e,n,a,?,e
x,f,?,?,n,f,c,?,n,t,b,?,s,?,g,p,w,o,p,k,v,d,e
f,f,w,f,n,f,?,?,n,t,e,f,s,w,?,p,?,o,e,n,a,g,e
?,?,?,f,n,f,w,?,p,t,e,f,f,w,w,p,w,o,e,k,s,g,e
x,s,n,f,n,f,w,b,p,t,e,s,s,w,w,p,w,o,e,k,s,g,?
x,?,w,f,n,f,w,b,h,t,e,s,f,w,w,p,w,o,e,k,s,g,e
b,s,y,t,l,f,c,b,g,e,c,s,s,w,w,p,?,o,p,k,s,g,e
x,y,n,t,p,?,?,n,p,e,e,s,s,w,w,p,w,o,p,k,?,g,?
f,s,n,?,p,f,c,n,p,?,e,s,s,w,w,p,w,o,p,k,v,g,p
f,f,w,f,n,?,w,b,k,?,e,s,f,w,w,?,w,o,e,k,s,g,e
f,f,n,?,n,f,w,?,k,?,e,s,s,w,w,p,w,o,e,k,s,g,?
f,y,n,?,p,f,c,n,k,e,e,s,s,w,w,p,w,o,p,k,s,g,p
f,f,n,f,?,f,w,?,p,?,e,s,?,w,w,p,w,o,e,?,s,?,e
x,s,w,t,p,f,c,n,n,e,e,s,?,w,w,p,w,o,p,n,v,u,p
f,s,?,f,n,f,w,b,k,t,e,s,s,w,w,p,w,o,e,n,a,g,e
f,y,w,t,p,f,c,n,n,e,e,s,s,w,w,p,w,o,?,n,?,u,p
f,s,n,f,n,f,?,b,n,t,?,?,s,w,w,p,w,o,e,k,a,g,e
f,s,g,f,n,f,w,b,h,t,e,f,f,w,w,p,w,o,e,k,a,g,e
x,f,g,f,n,f,w,b,h,t,e,s,f,?,w,p,w,o,?,k,a,g,e
?,f,n,f,?,f,w,b,k,t,e,s,s,w,w,p,w,o,?,n,s,g,e
x,f,g,t,?,f,c,b,w,t,b,s,s,w,p,p,w,o,p,n,v,?,e
x,f,n,t,n,f,c,?,p,?,b,s,s,g,p,p,w,o,p,k,v,d,?
x,f,n,f,n,?,w,b,k,t,e,s,f,w,w,p,w,o,e,n,s,g,e
x,?,g,t,n,?,c,?,w,t,b,s,s,g,w,p,w,o,p,k,y,d,e
?,s,w,f,n,f,w,b,?,t,e,s,s,w,w,p,w,o,e,?,s,?,e
f,s,w,f,?,?,w,b,h,t,e,f,?,?,?,p,w,o,e,?,a,g,e
x,s,w,f,n,f,w,?,p,t,e,f,s,w,w,p,w,?,e,?,s,g,e
f,f,g,f,n,f,w,b,k,?,e,s,f,w,?,p,w,o,?,k,s,g,e
x,f,n,t,n,?,c,b,p,t,b,s,s,w,p,p,w,o,p,n,y,d,?
x,s,w,f,n,?,w,b,k,t,e,s,f,?,w,?,w,o,e,?,?,?,e
x,s,?,f,n,?,w,b,h,t,?,f,?,w,w,p,w,o,e,k,s,g,e
f,s,g,f,n,?,w,b,p,t,e,s,f,w,w,p,w,o,e,n,s,g,e
f,y,w,t,p,f,c,n,k,e,e,s,s,w,w,p,?,o,p,n,?,g,p
f,s,?,f,n,f,w,b,k,t,e,s,f,w,w,p,w,o,?,k,s,g,e
f,y,y,t,a,f,c,b,p,e,r,s,y,?,w,p,w,o,p,n,y,g,e
x,f,g,t,n,f,c,b,n,t,b,s,s,g,p,?,w,?,p,k,y,?,e
f,s,?,f,?,f,w,b,n,?,e,s,s,w,w,p,w,?,?,n,a,g,e
x,s,g,f,n,f,?,b,h,t,e,f,s,?,w,p,w,o,e,n,a,g,?
f,y,w,t,p,f,c,n,?,e,e,?,?,w,w,p,w,o,p,n,?,u,p
x,s,w,f,n,f,w,b,h,t,e,f,f,w,w,p,w,o,e,k,?,g,e
x,s,w,f,n,f,w,b,p,t,e,s,?,w,w,p,w,o,?,?,a,g,e
f,?,g,f,n,f,w,b,n,t,e,s,s,w,w,p,w,o,e,?,a,g,e
f,s,n,f,n,f,w,b,n,t,e,s,s,w,?,p,w,?,e,n,s,g,e
x,f,n,f,n,?,w,b,k,t,e,f,f,w,w,?,w,o,e,k,s,g,e
?,s,n,f,n,f,w,b,p,t,?,s,f,w,w,p,?,o,?,k,s,g,e
?,s,n,f,n,?,?,b,n,t,e,f,f,w,w,?,?,o,e,n,a,?,e
x,?,w,f,n,f,w,b,n,t,e,s,f,w,w,p,w,?,e,?,a,g,?
f,f,w,f,?,f,w,b,k,t,?,f,?,?,w,p,w,o,e,?,a,?,e
f,?,n,f,n,f,w,b,h,t,e,s,?,w,?,?,w,o,e,k,a,g,e
x,y,w,t,l,f,c,b,g,e,?,s,s,w,w,p,w,o,p,n,?,m,e
x,s,n,f,n,f,w,b,n,?,e,f,s,w,w,p,w,o,e,k,a,g,e
x,s,g,f,n,f,w,b,h,t,e,f,f,w,w,p,w,o,e,n,s,g,e
f,s,w,f,n,f,w,b,k,t,e,f,s,w,w,p,w,o,e,k,a,?,e
x,s,w,t,?,f,c,n,w,e,e,s,s,?,w,p,w,o,?,n,?,u,p
x,s,w,f,n,f,w,b,p,t,?,s,f,w,w,p,w,o,e,?,s,g,e
x,f,n,t,n,f,c,b,n,t,b,s,?,g,p,p,w,?,p,n,v,?,e
f,f,g,f,n,f,w,b,?,t,e,s,s,w,w,p,w,o,e,n,s,g,e
x,s,g,f,n,f,w,?,n,t,?,?,f,w,w,p,?,o,e,k,?,g,e
f,f,n,f,n,f,w,b,n,t,e,s,s,w,?,p,w,o,e,n,a,g,?
f,s,n,f,n,f,w,b,p,t,e,s,s,w,w,p,w,o,e,n,s,g,?
x,s,g,f,n,f,w,b,h,t,e,f,f,?,w,p,w,o,e,k,s,g,e
?,y,n,?,?,f,c,b,n,e,r,s,y,w,w,p,w,o,p,?,s,p,e
f,y,?,?,p,f,c,n,p,e,e,s,s,w,?,p,w,o,p,k,v,u,p
x,s,n,f,n,f,w,b,p,t,e,s,f,?,w,p,w,o,e,?,s,g,e
x,f,n,?,n,f,?,b,p,t,b,s,s,w,?,p,w,o,p,k,v,d,e
f,y,w,t,p,f,c,n,w,e,e,s,s,?,w,p,w,o,p,k,s,g,p
x,s,w,t,p,f,c,n,p,?,e,s,s,w,w,p,w,o,p,k,s,u,p
f,s,n,t,p,f,?,n,p,e,e,s,s,w,w,p,w,?,p,n,s,u,p
x,f,n,t,n,f,c,b,u,t,b,s,s,g,?,p,w,o,?,?,y,d,e
b,y,w,t,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,n,m,e
f,?,w,t,p,f,?,n,k,e,e,s,s,w,w,p,w,o,p,k,s,g,p
f,f,w,f,?,f,w,b,p,t,e,s,?,w,w,p,w,o,e,k,a,g,e
x,s,w,f,n,f,w,b,n,t,e,f,s,w,w,?,w,o,?,n,s,g,e
x,f,n,t,n,f,c,b,n,t,?,s,s,g,p,p,w,o,p,k,y,?,e
?,s,n,f,n,f,w,?,h,?,e,?,s,w,w,p,w,o,e,k,a,g,e
f,f,n,f,n,?,w,b,?,t,e,s,s,w,w,p,?,o,e,k,?,g,e
f,f,n,f,n,f,w,b,n,t,e,f,f,w,w,p,w,o,e,?,?,g,e
f,y,n,t,p,f,c,n,p,e,e,s,s,w,w,p,w,o,p,n,s,u,p
f,y,w,t,p,f,c,n,w,e,e,s,s,w,w,p,w,o,p,k,v,g,p
x,s,n,f,?,?,w,b,p,?,e,s,f,w,w,p,w,?,e,k,s,g,e
f,f,g,f,n,f,w,b,p,t,e,f,?,w,w,p,w,o,e,n,s,g,e
x,f,n,t,?,?,c,b,?,t,b,s,s,p,?,p,w,o,p,k,v,d,?
f,s,g,f,n,f,w,b,k,t,e,f,s,w,w,p,w,o,e,n,s,g,e
f,f,n,f,n,f,w,b,h,t,e,f,s,w,w,p,w,o,e,k,a,g,?
f,s,n,t,p,f,?,?,k,e,e,s,s,w,w,p,w,o,p,n,v,u,p
x,f,?,f,n,f,w,b,n,?,e,f,f,w,w,p,w,?,e,n,a,g,e
f,y,n,t,p,?,c,n,p,e,e,?,s,w,?,?,w,o,?,n,v,g,p
x,s,g,?,?,f,w,b,n,t,e,f,f,w,w,p,w,o,e,k,a,g,e
f,f,w,f,n,f,w,b,p,t,e,f,f,w,w,p,w,o,e,k,s,g,e
x,?,w,f,n,f,w,b,n,t,?,s,s,w,w,p,w,o,?,?,a,g,e
x,?,n,t,n,f,?,b,n,t,b,s,s,p,p,p,w,o,p,n,y,d,e
x,s,n,f,n,f,?,b,h,t,e,f,s,w,w,p,w,o,e,n,s,g,e
f,s,w,?,p,?,c,n,k,e,e,s,s,w,w,p,w,?,p,n,s,u,p
x,?,n,t,n,?,c,b,p,t,b,s,s,w,g,p,w,o,p,n,v,d,?
x,?,w,f,n,f,w,?,n,t,e,f,f,w,w,p,w,o,e,?,s,g,e
f,s,w,f,n,f,w,b,k,t,e,f,s,w,w,p,?,o,e,k,s,g,?
x,s,w,t,a,f,w,n,n,t,b,s,s,w,w,p,w,o,p,u,v,d,e
?,f,n,f,?,?,w,b,p,t,?,f,f,w,w,p,w,o,e,n,s,g,e
x,y,g,t,n,?,c,b,p,t,b,s,s,g,w,p,w,o,p,k,v,d,e
x,?,n,t,n,?,c,b,n,t,b,s,s,g,g,p,w,o,p,n,?,d,e
x,s,y,t,a,f,w,n,?,t,b,s,s,w,w,?,w,?,?,u,v,d,e
?,f,g,f,n,f,w,b,h,t,e,s,s,?,w,p,w,o,e,k,a,?,e
x,s,n,f,n,f,w,b,n,?,e,s,s,w,w,p,w,o,e,k,s,g,e
x,y,e,t,n,f,c,b,u,t,b,s,s,g,w,p,w,o,p,n,y,d,e
f,s,g,f,?,f,w,b,p,t,e,?,f,w,w,p,w,o,e,k,a,g,e
f,s,w,t,p,f,c,n,n,e,e,s,s,w,w,p,w,o,p,k,v,u,p
f,f,w,f,n,f,w,b,p,t,e,s,f,w,w,p,w,o,e,n,s,g,e
x,f,g,f,n,f,w,b,h,t,e,s,s,w,w,?,w,o,e,n,a,?,e
f,f,n,?,n,f,w,?,k,t,e,s,f,w,w,p,w,o,e,n,s,g,e
f,s,n,f,n,f,w,b,p,t,e,?,f,w,w,p,w,o,e,k,?,g,e
x,?,w,f,n,f,?,b,k,t,e,f,f,w,?,p,w,?,e,n,a,g,?
f,y,w,t,p,f,c,n,p,e,e,s,s,w,w,p,w,o,p,?,s,g,p
x,f,w,f,n,f,w,b,k,t,e,f,?,?,w,p,w,?,e,n,?,g,e
f,s,n,f,n,f,w,b,k,t,e,f,f,?,w,p,w,o,e,n,a,g,e
x,?,n,f,n,f,w,b,n,t,?,f,s,w,w,p,w,o,e,k,s,g,e
x,f,g,f,n,f,w,b,p,t,e,s,s,w,w,p,w,o,e,k,s,g,e
?,s,n,f,?,f,w,?,k,t,e,s,s,w,w,p,w,o,e,k,a,g,e
f,y,y,t,l,f,c,b,n,e,r,s,y,w,w,p,w,o,p,k,y,g,e
x,y,n,t,p,f,c,?,n,e,e,?,?,w,w,?,w,o,p,k,?,u,p
x,f,w,?,n,f,w,b,p,t,e,s,f,?,w,p,w,o,e,k,a,g,e
f,s,w,f,n,?,w,b,k,t,e,f,f,w,w,p,w,o,e,k,s,g,e
x,s,n,f,n,f,?,b,h,t,e,s,f,w,?,p,w,o,e,n,s,g,e
f,y,n,t,p,f,c,n,p,e,e,s,s,w,w,p,w,o,p,n,s,?,p
f,f,g,f,n,?,?,b,p,t,?,f,s,w,w,?,w,o,e,k,s,g,e
f,s,w,t,p,f,c,n,p,e,?,s,s,w,w,p,w,o,p,n,?,u,p
f,s,n,f,n,f,w,b,n,t,e,f,s,w,w,p,w,o,?,k,s,?,?
x,s,g,f,n,f,w,b,p,?,e,f,?,w,w,p,?,o,e,?,?,g,e
x,f,?,f,n,f,?,b,n,t,e,s,s,w,w,p,w,o,e,k,a,g,e
f,f,n,f,n,f,w,b,n,t,e,s,s,w,w,p,w,o,e,k,s,g,e
f,s,g,f,?,f,w,b,h,t,?,s,f,w,w,p,?,o,e,n,s,g,e
x,s,w,f,n,f,w,b,p,t,?,?,f,w,w,p,w,o,e,n,s,?,e
x,?,n,f,n,f,w,b,k,t,e,s,f,w,w,p,w,o,e,k,a,g,?
x,f,g,f,n,f,w,b,p,t,e,s,f,w,w,p,w,o,e,k,s,g,e
?,f,n,f,n,f,w,b,p,t,e,s,s,w,w,p,w,?,e,n,a,g,e
b,y,y,?,a,f,c,b,n,e,c,s,s,w,w,p,?,?,?,k,n,m,e
f,f,g,f,n,f,?,b,k,t,e,s,f,w,w,p,w,?,e,?,s,g,e
x,f,g,f,?,f,w,b,?,t,e,s,s,w,w,p,?,o,e,k,a,g,e
f,f,w,f,n,f,w,?,n,t,e,?,f,w,w,p,w,o,e,n,a,g,e
x,f,n,t,?,?,c,b,?,t,b,s,s,p,p,p,w,o,p,n,y,d,e
?,s,n,t,p,f,c,n,w,e,e,s,s,w,?,p,w,o,?,k,s,u,p
x,?,n,t,n,f,c,b,p,t,b,s,s,p,g,p,w,o,p,n,y,d,e
x,f,n,f,n,f,w,b,h,t,e,f,f,w,w,p,w,o,e,n,a,g,e
x,f,n,t,n,f,c,b,p,t,b,s,s,w,p,p,w,o,p,k,y,d,e
?,?,w,f,n,f,w,b,n,t,e,f,s,w,w,p,?,o,e,n,a,g,e
?,s,g,f,n,f,?,b,k,?,e,s,s,w,w,p,w,o,e,k,?,g,e
f,s,?,f,?,f,w,b,h,t,e,s,s,w,w,p,w,o,e,k,a,g,?
x,y,y,t,?,f,c,b,g,e,c,?,?,w,w,p,w,o,p,k,s,m,e
x,?,w,t,a,f,w,n,p,t,b,s,s,w,?,p,?,?,p,u,v,?,?
f,f,g,f,n,f,?,b,?,t,e,?,f,w,w,p,?,?,?,n,a,g,e
f,f,n,f,n,?,w,b,h,t,e,s,f,w,w,?,w,o,e,n,a,g,e
f,f,n,f,n,f,w,b,n,t,e,?,f,w,w,p,?,o,e,n,s,g,e
b,y,y,t,a,f,c,b,g,e,c,s,s,w,w,p,?,o,p,k,s,g,e
x,f,n,f,n,f,w,b,?,t,e,f,f,?,w,?,w,o,e,k,?,g,e
x,y,w,t,?,f,c,b,n,e,c,s,s,w,w,p,w,o,p,n,s,g,e
f,s,w,f,n,?,w,?,n,t,e,s,f,?,w,p,w,o,e,k,s,g,e
x,s,w,?,n,f,?,b,k,t,e,s,s,w,w,p,w,o,e,?,a,g,?
x,f,n,f,?,f,w,b,n,t,e,f,f,?,w,p,w,o,e,n,s,g,e
x,?,n,f,?,f,w,b,n,t,?,s,f,w,w,p,w,o,e,n,a,?,e
x,s,n,f,n,f,w,b,n,t,e,f,f,w,w,p,w,o,e,n,s,?,e
x,y,n,t,n,?,c,b,w,t,b,s,s,w,w,p,w,o,p,n,y,d,?
f,s,g,f,n,f,w,b,n,t,e,f,f,w,w,?,w,o,e,k,s,g,e
x,y,y,t,a,f,c,?,?,e,?,s,s,w,w,p,w,o,p,k,n,m,e
x,s,w,f,n,f,w,b,n,?,e,f,f,w,w,p,w,o,e,k,a,g,e
f,y,w,t,p,f,c,n,n,e,e,s,s,w,w,p,w,o,p,k,s,u,p
f,s,w,f,?,f,w,b,h,t,e,s,s,w,w,p,w,o,e,n,s,g,e
f,s,w,t,?,f,c,n,n,e,e,?,s,w,w,p,w,o,p,n,s,u,p
f,s,g,f,n,f,w,b,h,t,e,s,?,w,w,?,w,o,e,k,?,g,e
f,?,g,?,?,f,w,b,k,t,e,?,f,w,w,p,w,o,e,n,s,g,e
x,s,w,t,p,f,c,?,p,e,e,?,s,w,w,p,w,?,p,n,s,g,p
x,s,g,f,n,f,w,b,p,t,e,f,f,w,w,p,w,o,e,k,a,g,e
x,s,w,?,p,f,c,n,p,e,e,s,s,w,w,p,?,o,p,n,s,u,p
x,?,g,f,n,f,w,b,p,t,e,f,f,w,w,p,w,o,e,n,s,g,e
f,s,w,f,n,f,w,b,p,t,e,s,s,w,w,p,w,o,e,k,s,g,?
f,y,w,t,p,f,c,n,w,e,e,s,s,w,w,p,w,o,p,n,v,g,p
x,f,?,f,n,f,w,b,n,t,?,s,s,?,w,p,w,o,e,k,a,g,e
x,s,n,f,?,f,w,b,h,t,e,s,s,w,w,p,w,o,e,k,?,g,e
?,f,?,f,n,f,?,b,p,t,e,f,f,w,w,p,w,o,e,n,s,g,e
x,f,w,f,n,f,w,b,p,t,e,f,s,w,w,p,w,?,?,k,a,g,e
x,y,?,t,n,f,c,b,u,t,b,s,s,g,g,p,w,o,p,k,y,d,e
f,s,n,t,p,f,c,n,k,e,e,s,s,w,w,?,w,o,p,k,?,u,p
?,f,g,f,n,f,?,b,k,t,e,f,s,w,w,p,w,o,e,k,s,g,e
x,y,y,t,a,f,c,?,w,e,r,s,y,w,w,p,?,o,p,k,y,g,e
x,f,n,f,n,?,w,b,h,t,e,s,s,w,w,p,w,o,e,n,a,g,e
f,f,n,f,n,f,?,b,k,t,?,f,?,w,w,p,?,o,e,k,a,g,e
b,s,w,t,l,f,c,b,g,?,c,s,s,w,w,p,w,o,?,k,n,m,e
f,s,g,f,n,f,w,b,?,t,e,s,f,w,w,p,w,o,?,?,a,g,e
f,f,w,f,n,f,w,b,n,t,e,?,f,w,w,?,w,?,e,k,a,?,e
f,f,n,f,n,f,w,b,h,t,e,s,s,w,w,p,w,?,e,n,a,g,e
?,?,n,t,p,f,?,n,w,e,e,?,s,w,w,?,w,o,p,n,s,u,p
x,s,n,f,n,f,w,b,h,t,e,s,f,w,w,p,w,o,e,n,a,g,e
b,y,y,?,a,f,c,b,w,e,c,s,s,?,w,p,w,o,p,k,n,?,e
f,s,?,f,n,f,w,b,p,t,e,s,f,w,w,p,w,o,?,n,a,g,e
f,s,?,f,n,f,w,b,h,t,e,s,?,w,w,p,w,o,e,k,?,?,?
?,f,g,?,n,f,w,b,h,t,e,f,s,w,w,p,w,o,e,n,a,?,e
f,?,g,f,n,f,w,b,p,t,e,s,f,w,w,p,w,o,e,k,s,g,e
x,f,n,f,n,f,w,b,p,?,e,f,s,w,w,p,w,o,e,k,a,g,e
