@Relation genericBIFF
@Attribute cap-shape {b,s,c,f,x,k}
@Attribute cap-surface {s,f,g,y}
@Attribute cap-color {p,b,r,c,e,u,w,g,y,n}
@Attribute bruises {t,f}
@Attribute odor {p,a,c,s,f,y,l,m,n}
@Attribute gill-attachment {a,f}
@Attribute gill-spacing {c,w}
@Attribute gill-size {b,n}
@Attribute gill-color {b,e,g,h,k,n,o,p,r,u,w,y}
@Attribute stalk-shape {t,e}
@Attribute stalk-root {b,r,c,e}
@Attribute stalk-surface-above-ring {s,f,y,k}
@Attribute stalk-surface-below-ring {s,f,y,k}
@Attribute stalk-color-above-ring {p,b,c,e,w,g,y,n,o}
@Attribute stalk-color-below-ring {p,b,c,e,w,g,y,n,o}
@Attribute veil-type {p}
@Attribute veil-color {w,y,n,o}
@Attribute ring-number {t,n,o}
@Attribute ring-type {p,e,f,l,n}
@Attribute spore-print-color {r,b,u,w,h,y,k,n,o}
@Attribute population {a,s,c,v,y,n}
@Attribute habitat {p,d,u,g,w,l,m}
@Attribute class {p,e}

@DATA
f,f,n,t,n,f,c,b,n,?,b,s,s,p,g,p,?,?,p,k,y,d,e
?,f,?,t,n,f,c,b,?,t,?,s,s,g,?,?,w,o,?,k,?,d,e
?,?,g,t,n,?,c,b,n,t,?,s,s,p,g,?,?,?,?,k,?,d,e
f,f,n,?,n,f,c,?,?,t,b,s,s,w,g,p,w,?,?,?,y,d,e
x,?,?,t,n,f,c,b,w,?,b,s,s,?,?,p,?,o,p,n,v,?,e
x,f,g,f,f,f,c,b,?,e,?,k,k,?,n,p,?,o,l,h,?,?,?
x,y,e,?,?,f,c,b,w,?,b,?,?,g,g,p,?,?,p,k,y,?,e
x,f,?,f,n,f,?,b,?,t,?,s,s,?,?,p,w,o,e,k,a,g,?
?,s,w,t,?,f,c,?,n,e,e,?,s,w,?,p,w,o,?,n,?,?,p
?,y,g,t,n,f,c,b,p,t,b,s,s,p,p,p,w,o,p,n,y,d,?
?,f,?,t,n,f,c,?,?,t,b,s,s,?,?,p,?,o,p,?,v,d,e
x,f,n,?,n,f,?,?,p,?,?,?,?,g,p,p,w,?,p,?,?,?,e
x,y,g,t,n,f,c,?,u,?,b,?,s,p,w,?,w,o,p,?,?,d,?
x,y,g,?,n,f,?,b,w,?,b,s,s,p,p,p,w,o,p,?,?,d,e
f,f,n,t,n,f,c,?,u,t,?,?,s,?,?,p,w,?,?,n,?,d,e
?,?,?,t,n,f,c,?,u,t,b,?,?,g,w,?,?,?,?,k,?,?,e
x,f,g,t,n,f,c,b,?,t,b,?,?,?,g,p,?,o,p,k,v,d,e
f,?,?,t,n,?,c,?,n,?,b,s,s,g,?,p,w,o,p,?,y,d,?
x,?,e,t,?,f,?,b,?,?,?,s,s,?,g,p,w,o,p,n,y,d,e
?,f,e,t,n,?,?,?,n,t,?,s,s,w,?,p,w,?,?,k,y,d,e
x,s,w,t,p,f,?,?,n,e,?,s,?,?,w,?,w,o,p,k,v,g,p
f,?,g,t,n,f,c,b,n,t,b,s,s,?,w,p,w,o,?,k,v,d,e
x,?,g,t,n,f,?,?,p,t,b,?,s,g,?,p,?,?,p,k,v,?,e
?,y,?,t,n,?,?,b,w,t,b,?,?,w,p,p,w,o,p,k,v,d,e
?,y,g,?,?,f,c,b,p,t,b,?,s,p,p,p,w,?,p,?,v,?,?
x,y,?,?,?,f,c,?,?,t,b,s,s,w,w,?,w,o,p,n,v,?,e
x,?,e,?,n,?,?,?,w,?,b,s,s,g,w,p,?,o,?,?,y,d,e
?,f,e,?,?,f,?,b,?,t,b,s,?,?,w,p,?,?,p,n,y,?,?
?,y,e,t,?,f,c,b,w,t,?,?,s,g,w,?,w,o,p,k,y,d,e
?,f,g,t,?,f,?,b,n,t,?,s,s,p,?,p,w,?,p,?,?,d,e
x,f,?,t,n,?,c,b,?,?,b,s,s,w,w,?,?,?,p,k,v,d,e
f,f,n,t,n,f,c,b,p,t,b,s,s,w,p,p,w,o,p,n,?,d,e
x,y,n,?,n,?,?,b,p,t,b,s,?,p,p,p,?,o,p,?,?,d,e
x,y,g,?,n,f,?,?,?,?,b,s,s,?,p,p,w,o,p,?,v,d,e
x,f,g,t,n,f,c,b,u,?,?,s,s,?,?,p,w,o,?,n,v,d,e
x,y,?,t,n,f,?,?,p,t,b,s,s,?,?,p,?,?,p,k,?,d,e
f,?,n,?,n,?,c,b,?,t,b,?,s,g,?,p,?,o,p,?,v,d,e
?,?,n,t,?,?,c,b,u,t,b,s,s,g,w,p,?,o,p,k,?,d,e
x,y,n,t,n,f,?,b,p,?,b,?,?,p,g,p,w,?,?,?,?,d,?
f,f,n,t,n,f,c,b,p,t,b,s,?,p,g,p,w,o,?,?,v,d,?
x,f,n,?,?,?,c,b,?,t,?,?,?,?,g,p,w,o,?,?,y,?,e
x,f,n,t,n,f,?,b,?,t,b,s,s,g,?,p,w,?,p,n,v,d,e
?,y,n,t,?,?,?,b,p,t,b,?,?,g,p,p,w,o,?,?,?,d,e
f,f,g,t,n,f,c,b,?,?,b,?,?,p,p,p,?,?,p,n,y,d,?
x,?,?,t,n,f,c,b,u,t,?,?,?,?,w,p,?,o,p,?,y,?,?
f,?,n,t,?,f,c,?,p,t,?,s,s,g,?,?,?,o,?,n,v,d,?
x,s,p,?,c,f,c,?,g,?,b,?,s,w,?,p,w,?,?,k,v,d,p
x,f,e,t,?,f,c,?,u,t,b,s,s,p,?,p,w,?,?,n,y,d,?
f,f,?,?,?,?,?,b,w,t,?,?,s,p,g,p,w,o,p,k,y,d,e
x,?,?,t,n,f,?,b,w,t,b,?,s,p,p,p,?,?,?,k,?,d,?
f,f,e,?,n,f,?,b,u,t,b,s,?,p,g,p,w,o,p,?,v,d,e
x,y,e,t,n,f,c,b,?,t,b,s,s,w,g,?,w,o,p,k,y,?,e
x,?,g,?,?,f,c,b,w,t,b,s,?,w,?,?,w,o,p,n,y,d,e
x,f,?,?,n,f,c,b,n,?,?,?,s,p,w,p,?,?,?,n,?,d,e
?,?,g,?,n,?,?,b,p,?,b,s,?,g,w,p,w,o,p,k,v,d,?
x,f,g,t,n,f,c,b,u,t,b,?,s,?,g,p,w,?,p,n,?,d,e
f,f,g,t,?,f,?,?,?,t,b,s,?,?,g,?,?,?,?,n,?,d,e
?,?,e,t,n,f,c,b,?,t,?,s,s,?,g,?,w,o,p,n,v,d,e
f,y,?,t,n,f,c,?,p,t,b,s,?,p,?,?,?,o,p,k,?,?,e
?,?,e,?,n,f,c,?,u,t,?,?,s,?,w,p,w,?,p,k,v,?,e
x,y,g,t,n,?,c,b,u,t,b,s,s,?,w,p,?,?,?,n,?,d,?
x,y,?,?,n,f,c,b,w,t,b,s,s,p,p,?,w,?,p,k,?,d,e
?,f,g,t,?,f,?,b,n,t,b,s,s,?,w,?,w,o,p,?,y,d,e
x,?,g,f,f,f,?,b,?,e,?,k,k,b,?,p,?,o,l,h,y,g,p
?,?,n,t,n,f,?,b,u,?,b,s,s,w,?,?,w,o,?,?,v,d,?
?,y,?,t,n,f,c,b,p,?,b,s,s,g,p,p,?,o,p,?,y,?,e
?,?,n,t,n,f,c,b,w,t,b,s,s,p,?,p,w,?,p,?,?,?,?
?,f,n,t,n,f,?,b,?,t,b,s,s,w,?,?,?,o,p,n,?,?,e
f,?,?,t,n,?,c,b,p,?,b,s,s,p,w,p,w,?,p,k,v,?,e
f,f,?,t,?,?,?,?,n,t,?,?,s,w,w,p,?,?,p,k,y,d,?
f,f,?,t,n,f,c,?,?,t,b,?,?,p,w,p,w,?,p,?,y,d,?
x,y,g,t,?,f,c,b,?,?,?,s,s,p,p,p,?,o,p,?,y,d,e
?,f,g,f,n,?,w,b,?,?,?,s,?,w,w,?,?,o,e,n,a,g,e
?,y,g,t,?,f,?,b,n,t,?,s,?,w,?,p,w,o,p,k,y,d,?
x,?,e,t,n,?,c,?,p,t,b,?,?,?,?,p,?,o,?,k,y,?,e
?,f,?,t,n,f,c,b,p,t,b,s,s,p,p,?,w,?,p,?,?,d,e
x,y,e,t,n,f,c,?,?,t,b,s,?,g,?,p,w,o,p,n,y,?,e
x,f,?,t,n,f,c,b,p,?,?,s,s,w,?,p,?,?,p,n,v,?,e
x,f,?,?,n,f,c,?,?,t,b,s,?,g,?,?,w,o,p,?,?,d,e
x,?,e,t,n,?,?,?,w,t,?,?,s,w,p,p,?,?,p,n,v,?,e
?,f,n,t,n,f,?,b,?,t,b,s,s,w,p,p,?,?,p,?,?,d,?
f,?,g,?,n,f,c,b,p,?,b,s,s,?,w,p,w,?,p,?,?,d,?
x,y,g,t,n,f,?,b,n,?,b,s,s,?,w,p,w,o,?,?,y,d,e
x,y,g,?,n,?,c,b,u,t,?,s,s,w,p,p,?,o,p,k,v,d,e
f,f,?,t,?,?,?,b,?,t,?,s,s,p,w,p,?,?,p,n,y,d,e
?,?,g,t,?,f,?,b,p,t,?,s,?,g,?,p,w,?,p,k,?,?,?
f,f,?,t,n,?,?,b,p,t,b,s,?,g,p,p,?,o,p,n,?,?,e
x,y,?,?,n,f,c,b,p,t,b,s,s,p,w,p,w,o,?,k,?,d,?
?,f,?,t,n,f,?,b,u,?,b,?,s,p,p,p,w,?,p,k,?,d,e
x,y,?,t,?,f,c,?,?,t,b,?,s,g,?,?,w,o,p,k,v,d,e
f,f,?,t,?,f,?,b,p,t,?,s,?,w,?,p,?,o,p,?,v,d,?
x,f,?,t,?,f,c,?,?,t,b,s,s,w,g,p,w,o,p,n,v,d,?
x,f,?,t,n,?,c,?,w,?,?,s,s,?,g,?,w,o,p,?,v,d,e
?,?,?,t,?,f,?,?,w,?,b,s,?,p,?,?,w,o,p,?,?,d,e
x,?,g,?,n,f,?,b,?,t,b,s,s,w,p,p,?,o,?,n,y,d,e
x,y,e,?,n,f,?,b,n,?,b,s,s,w,p,p,?,o,p,n,?,d,e
x,y,?,t,n,f,c,?,?,t,b,s,s,?,g,?,w,o,p,?,v,d,e
x,y,g,?,n,f,c,b,u,t,b,s,s,w,g,p,w,o,?,k,?,?,e
f,y,?,t,p,?,c,n,k,e,e,s,?,?,w,p,?,o,p,?,?,?,?
x,s,g,?,n,f,w,b,n,?,e,f,s,w,?,p,w,o,e,n,?,g,?
x,f,g,?,n,f,c,b,?,?,b,s,s,g,?,p,w,o,?,k,?,d,e
x,f,e,?,n,?,c,b,n,t,?,?,s,w,g,?,?,o,p,?,y,d,?
?,s,?,?,c,f,w,?,?,?,b,s,s,?,?,p,w,?,p,n,s,d,p
x,y,?,?,n,f,c,?,w,t,b,s,s,p,p,?,?,o,?,k,y,?,?
x,?,e,t,n,f,?,b,?,t,?,s,s,?,?,p,w,o,p,k,v,?,e
x,y,n,t,n,f,?,b,p,t,b,s,s,w,?,p,w,o,?,n,y,d,e
?,y,e,?,n,f,?,b,u,t,?,?,?,p,g,?,?,o,?,?,?,?,e
?,s,?,f,n,?,w,b,k,t,e,s,s,w,w,p,?,?,e,n,s,g,?
?,f,g,?,?,f,c,b,?,t,b,?,s,?,p,p,w,o,?,n,?,d,e
x,y,g,t,n,?,?,b,n,t,b,s,s,g,?,p,?,o,p,n,v,d,?
?,y,g,t,n,f,c,b,n,t,b,s,s,p,?,?,w,?,p,n,v,d,?
x,f,e,t,n,f,c,b,n,t,?,?,?,g,?,?,w,o,p,n,y,?,e
x,y,g,t,n,f,?,?,n,?,?,s,s,?,?,p,?,o,p,k,v,d,e
x,y,g,t,n,?,c,b,w,t,b,s,s,?,?,p,w,o,p,n,v,d,e
x,f,e,t,n,?,c,b,?,t,b,?,s,?,p,?,w,?,?,k,y,d,e
?,?,w,t,?,f,?,n,p,e,e,s,?,w,w,p,w,?,?,n,v,u,?
f,?,n,?,n,f,c,b,u,t,b,s,s,?,w,?,w,o,p,?,?,d,?
?,f,e,t,?,?,c,b,w,t,b,s,s,?,?,p,w,o,?,?,?,d,e
x,f,e,?,n,f,c,b,n,?,b,s,s,?,p,p,w,o,p,n,?,d,e
x,y,?,t,n,f,c,b,p,t,b,s,s,w,g,?,?,?,?,k,v,d,e
f,s,w,f,n,?,w,?,h,t,?,f,f,w,w,p,w,o,e,?,s,g,?
?,f,n,?,?,f,w,?,k,t,?,?,s,w,w,?,?,o,e,?,a,g,?
x,f,?,?,n,?,c,b,w,t,b,?,s,p,p,p,w,o,p,k,?,d,e
f,f,n,?,n,f,c,?,?,t,b,?,s,?,g,p,w,o,p,n,v,d,?
?,?,?,t,n,f,?,b,p,?,?,s,s,w,g,p,w,o,p,n,y,d,?
x,y,e,t,?,f,?,b,?,?,?,?,s,p,p,p,w,?,p,n,y,d,e
x,y,?,t,?,?,?,?,p,t,b,?,?,?,w,p,w,o,p,n,y,d,e
f,f,n,t,?,f,c,b,?,?,b,s,s,w,p,?,w,o,p,k,y,d,?
x,?,g,t,n,?,c,?,w,t,b,s,?,?,w,p,w,o,p,?,v,?,?
f,f,n,t,n,?,?,?,w,?,?,s,?,w,?,p,w,o,p,?,v,?,e
f,f,e,t,n,f,c,?,?,t,?,s,s,w,p,p,w,o,p,n,y,d,e
x,?,e,t,?,f,c,b,w,t,b,s,s,p,p,p,?,o,?,n,v,d,e
x,?,w,f,?,f,w,n,p,e,b,s,s,w,w,?,w,o,p,n,s,d,?
f,f,?,?,n,?,c,b,?,?,b,s,s,p,p,?,w,?,p,k,y,d,e
f,f,g,t,n,f,c,?,?,?,b,s,?,?,?,p,w,o,p,n,y,d,e
f,f,n,?,n,f,c,b,u,t,?,s,s,w,w,p,w,o,p,?,v,?,e
x,y,n,t,n,?,c,b,p,t,b,?,s,p,g,p,?,?,p,k,v,d,?
?,f,e,?,n,f,c,b,w,t,b,s,s,g,p,p,?,o,p,k,y,?,e
?,s,w,?,?,?,?,b,n,t,e,f,s,?,w,?,w,o,?,?,s,g,e
x,y,g,t,n,?,c,b,u,?,b,s,s,?,p,p,w,o,p,n,y,?,?
x,f,e,t,n,f,?,b,p,t,?,s,s,?,p,p,?,?,?,k,?,d,?
f,?,n,t,n,f,c,?,n,t,b,s,s,?,?,p,w,o,p,n,v,d,e
f,?,?,?,?,f,c,b,p,?,b,?,?,?,g,p,?,o,p,k,v,?,e
x,y,?,t,n,?,?,b,n,?,b,s,s,g,w,p,w,o,p,k,y,d,?
?,y,g,t,?,?,c,?,n,t,?,?,s,w,?,?,?,o,p,n,y,?,e
x,y,n,?,n,f,?,?,n,t,?,s,?,w,w,p,?,o,?,k,v,d,e
x,?,g,?,n,f,c,b,?,t,b,s,s,p,?,p,w,o,p,n,y,d,e
?,y,?,t,?,f,c,b,?,t,b,s,s,w,w,p,?,o,p,k,y,d,e
x,y,n,?,n,?,?,?,?,t,b,s,s,w,p,?,w,?,p,?,v,?,e
?,f,n,?,n,f,?,b,?,t,b,s,s,p,w,?,?,o,p,n,y,d,e
x,?,?,t,n,f,?,?,n,t,b,s,s,w,?,p,w,?,p,n,v,d,?
x,?,e,?,n,f,c,b,w,?,b,s,s,p,p,p,?,o,p,k,y,d,e
?,y,n,?,n,f,?,b,n,?,b,s,s,p,p,p,w,o,p,k,y,d,e
x,?,g,f,f,f,c,?,g,e,b,k,?,n,b,?,w,o,l,h,?,p,p
?,f,g,?,n,f,c,?,u,t,?,s,?,p,p,p,w,o,p,?,v,d,?
x,y,e,t,n,?,c,b,u,?,b,?,?,g,g,p,?,?,?,k,v,d,?
x,f,g,?,f,?,?,b,h,e,b,k,?,p,?,p,w,?,l,h,?,d,?
x,y,e,?,n,f,?,b,n,?,?,s,?,w,w,p,?,o,?,?,?,d,e
x,?,?,t,?,?,c,b,n,?,b,s,s,w,g,p,w,o,p,k,v,d,e
x,f,g,f,?,?,c,b,h,e,b,?,k,b,n,?,?,o,?,?,?,d,p
?,?,?,?,c,f,?,n,n,e,b,?,s,?,w,?,w,?,p,n,s,d,?
?,?,?,?,n,f,c,b,u,t,?,s,?,w,w,?,w,?,p,k,v,d,?
f,f,?,t,n,?,?,b,p,t,b,s,?,p,g,?,w,?,p,n,y,d,e
x,?,?,?,n,f,c,?,u,?,b,?,s,w,p,p,w,o,p,n,v,?,e
x,y,?,?,n,?,c,b,?,t,b,s,?,?,p,p,?,?,p,k,?,?,?
x,y,?,t,n,f,c,b,n,t,b,s,s,w,g,?,w,o,p,n,?,?,?
f,?,g,t,n,?,?,b,n,?,b,s,s,?,g,?,w,?,p,n,?,d,?
x,f,g,t,n,f,c,?,w,t,b,s,?,w,p,p,w,o,?,n,?,d,?
x,?,e,?,n,f,?,b,p,t,b,s,?,?,p,p,?,?,p,?,v,d,e
x,f,n,t,n,f,c,?,w,t,b,s,s,w,?,?,w,?,p,?,y,d,e
x,y,?,t,n,?,c,b,u,t,b,s,?,p,?,p,w,o,p,k,v,d,e
f,f,n,t,?,f,c,?,?,t,b,?,s,w,g,p,?,o,p,k,y,?,?
f,f,?,?,?,?,c,?,u,?,b,s,s,p,w,p,?,o,p,n,v,?,e
?,?,?,t,n,?,?,b,n,t,b,s,s,p,?,?,w,o,p,?,y,d,?
x,f,g,t,n,?,c,b,p,t,b,?,s,w,g,p,w,?,p,k,y,?,e
x,y,?,t,?,?,c,b,u,t,?,s,s,p,?,?,w,?,?,n,v,d,e
?,y,e,t,?,?,?,b,w,?,b,s,s,p,g,?,w,o,p,?,?,?,e
?,f,n,?,n,?,c,?,u,?,?,s,s,p,?,p,w,?,p,n,v,d,?
x,y,?,t,n,f,c,b,?,?,b,?,s,p,w,p,?,o,p,n,v,d,?
x,?,n,?,n,f,c,?,?,?,b,s,?,?,g,p,?,o,p,?,?,d,e
x,f,w,f,?,?,c,?,g,e,b,s,?,?,w,?,w,o,p,k,v,d,p
?,?,?,t,?,f,c,b,u,t,b,s,s,w,p,p,w,o,p,?,?,?,?
?,y,e,t,?,f,?,b,w,t,b,?,s,p,?,p,w,?,p,n,v,d,e
?,y,n,?,n,f,?,b,?,t,b,s,s,g,g,p,w,o,?,?,y,d,?
?,?,g,t,n,?,c,b,n,?,b,?,s,?,p,p,w,o,p,?,?,d,e
?,?,e,t,?,?,c,b,w,?,?,s,s,w,p,p,w,o,p,k,y,?,e
?,f,g,f,f,f,?,b,p,e,b,k,k,?,p,?,w,o,?,h,y,d,p
x,?,e,t,n,?,?,?,n,t,b,?,s,w,p,p,w,o,?,k,y,d,e
f,?,g,?,?,f,c,?,?,?,b,s,s,g,?,p,?,o,p,n,v,?,e
f,?,e,t,n,f,c,b,?,t,b,s,s,w,?,p,w,o,p,?,?,?,?
?,f,?,?,n,f,c,?,p,t,b,s,s,?,p,?,?,o,p,?,v,d,e
x,f,g,?,f,f,c,?,?,?,b,?,?,b,p,?,w,?,?,h,?,g,?
x,y,n,?,?,?,c,b,w,t,b,?,?,w,g,?,?,?,p,n,y,d,?
x,y,n,t,?,f,c,?,p,t,b,s,s,g,?,p,w,o,p,?,v,d,?
?,y,n,t,n,f,?,b,p,?,b,s,?,g,w,p,?,o,?,k,?,?,e
x,y,n,t,n,f,?,b,?,t,b,s,s,?,w,p,?,o,p,k,y,d,e
x,y,g,t,?,?,c,?,?,t,b,s,s,w,g,p,?,o,p,n,y,?,?
x,y,?,t,n,f,?,b,?,?,b,s,?,w,g,p,w,o,p,k,y,d,e
x,f,g,t,?,f,c,b,?,t,?,?,?,g,g,p,w,?,p,k,?,?,e
?,y,e,t,n,f,?,b,n,t,b,s,s,p,p,p,w,o,?,?,?,?,e
x,y,e,t,n,f,c,?,n,t,b,?,s,p,w,?,?,?,p,?,v,d,e
?,?,?,?,n,f,c,b,?,t,b,s,s,p,g,p,?,o,p,?,?,?,e
f,f,?,t,?,f,c,b,n,t,b,s,s,w,g,p,w,o,p,n,?,d,?
?,?,n,t,?,f,c,?,n,?,?,?,s,p,p,p,w,o,p,k,?,?,e
f,?,?,t,n,f,c,?,?,t,b,s,s,w,?,?,?,?,p,?,?,d,?
x,y,g,?,n,f,?,b,?,?,?,s,?,?,p,p,?,o,p,?,v,?,e
x,y,?,t,n,f,?,b,w,?,b,s,s,p,g,p,?,o,p,n,y,d,e
?,f,?,t,n,f,c,b,u,?,b,s,?,?,g,p,w,o,p,k,v,?,e
f,f,?,?,?,f,c,?,w,?,b,s,s,g,g,?,?,o,p,n,?,d,e
f,f,n,t,?,f,c,b,?,t,b,s,s,p,?,p,?,o,p,?,v,d,e
?,y,e,t,n,f,c,b,p,t,b,?,s,g,p,?,w,o,p,k,y,d,?
x,y,n,t,?,f,c,b,?,?,b,s,?,p,?,p,w,?,?,n,v,d,e
?,?,?,t,n,f,c,b,p,t,b,s,s,?,w,?,w,o,p,k,y,d,e
f,?,n,t,n,f,c,?,w,t,?,s,s,p,p,?,?,o,p,n,v,d,e
x,f,?,?,f,f,c,b,?,e,b,k,k,b,n,?,w,o,l,h,v,p,p
?,f,g,?,n,f,c,?,?,t,b,s,s,w,w,p,w,o,p,k,y,d,e
x,y,n,t,n,?,c,?,?,t,b,s,s,g,g,p,?,?,?,?,y,d,?
x,f,g,t,n,f,c,b,n,?,?,s,s,w,?,p,w,o,p,n,?,d,e
x,?,?,?,n,f,c,b,?,t,b,s,s,p,p,p,?,o,p,n,y,?,?
x,y,g,?,n,?,c,b,w,?,?,s,s,?,?,?,w,?,p,?,v,d,e
?,f,?,t,n,?,c,b,u,?,b,s,?,w,w,?,w,o,?,?,y,?,e
f,f,?,?,n,?,c,?,n,?,b,s,?,g,?,p,w,o,p,k,y,?,e
x,?,n,t,?,f,?,?,n,t,?,?,?,?,?,p,w,?,?,k,v,?,?
x,f,e,?,n,?,c,b,w,?,b,s,?,?,w,p,?,o,p,k,y,d,?
?,f,n,?,n,f,c,b,n,t,?,?,?,?,w,?,w,o,p,n,v,?,e
?,f,?,f,f,f,c,b,g,e,b,k,k,p,n,p,w,o,?,h,?,p,p
x,f,e,t,n,f,c,b,p,?,b,?,s,p,?,?,w,?,p,?,?,d,e
?,f,?,t,?,f,c,b,n,t,?,s,?,g,g,?,w,o,p,?,v,?,?
x,?,?,t,n,f,c,?,n,?,?,s,s,w,p,p,w,o,p,k,y,?,e
x,?,e,t,n,f,c,?,n,t,b,?,s,w,g,p,w,o,?,n,v,d,?
x,y,e,?,n,?,c,?,p,t,b,s,?,p,?,?,w,o,?,k,y,d,e
?,y,?,?,n,f,c,b,w,t,b,s,s,?,?,p,?,?,p,n,v,?,e
f,f,n,t,n,f,c,b,?,?,b,s,?,w,g,p,?,?,?,?,?,?,e
?,f,g,t,n,?,?,b,n,t,b,s,s,g,g,p,w,o,?,n,y,d,e
?,f,g,t,n,?,?,b,p,?,b,s,?,p,?,p,w,?,p,k,v,d,e
?,y,n,t,n,f,c,b,?,t,b,s,s,w,p,p,w,o,p,?,?,?,e
?,y,g,t,n,f,c,b,?,t,b,s,s,w,?,?,?,o,p,n,y,?,e
x,y,g,t,n,f,?,b,?,t,b,s,s,?,w,p,w,o,p,n,y,?,e
?,?,n,t,n,f,c,b,w,?,b,s,s,?,?,p,?,?,?,n,y,d,e
?,?,e,t,n,f,?,?,p,?,b,s,?,g,?,p,?,o,p,?,y,d,e
f,f,n,?,?,f,c,b,u,t,?,s,s,g,g,p,w,o,p,n,v,d,e
x,?,e,t,?,?,c,b,n,t,?,s,?,p,?,p,w,o,p,n,v,?,e
x,f,?,t,n,?,c,b,n,t,?,?,?,?,?,?,w,o,p,n,y,d,e
f,f,n,t,n,f,c,b,u,?,?,?,s,?,?,p,w,?,p,?,y,d,e
x,y,?,?,n,f,?,b,p,t,b,s,s,?,?,p,w,o,?,n,?,?,e
x,f,g,?,n,?,c,b,w,t,b,s,s,w,g,?,?,o,p,n,v,d,e
x,y,?,t,n,f,c,b,p,t,b,s,?,w,w,p,w,o,p,n,v,?,?
x,f,?,f,c,?,c,n,?,e,?,s,s,?,w,p,w,?,p,n,v,d,p
f,f,g,t,n,f,?,b,n,t,?,s,s,p,p,?,w,o,p,?,?,d,e
x,?,?,t,n,f,?,b,?,t,b,?,?,?,g,p,w,o,p,n,?,d,e
?,?,n,f,n,f,?,?,p,t,e,s,f,w,w,p,?,o,e,?,a,g,?
f,f,n,t,n,f,c,?,w,t,b,s,s,?,w,p,w,o,p,?,v,d,e
?,?,g,t,n,f,c,b,?,t,b,s,s,?,w,?,w,?,p,n,?,d,e
f,?,g,t,?,?,?,?,w,t,b,s,s,?,g,p,w,?,?,?,v,?,?
x,y,g,t,n,?,c,b,w,t,b,?,s,w,w,?,w,o,p,n,v,d,e
f,y,e,?,?,f,c,b,?,t,b,s,s,p,g,p,?,o,p,n,v,d,e
?,y,g,t,n,f,?,b,n,t,?,s,s,?,g,p,w,o,?,n,?,d,e
?,?,?,t,n,f,c,b,n,t,b,s,s,p,g,p,?,o,?,?,v,?,e
f,f,g,t,n,?,c,?,?,?,b,s,s,p,g,p,?,?,p,n,?,d,?
x,?,n,t,n,f,?,?,p,t,b,s,s,g,?,p,?,o,?,k,?,?,e
?,f,n,t,n,f,?,b,u,t,b,s,?,g,?,p,w,o,p,?,?,?,?
x,y,e,t,?,?,c,b,p,?,?,s,s,p,w,?,w,o,p,n,v,d,?
x,?,e,t,?,f,c,b,w,t,b,?,?,?,w,p,w,o,?,?,v,d,?
f,y,?,?,n,?,?,?,u,t,?,s,s,g,g,p,w,?,p,k,v,?,e
x,y,n,t,n,?,?,?,?,t,b,s,s,?,?,p,?,?,p,n,y,d,?
x,f,g,t,n,f,?,b,u,t,b,s,s,g,w,p,w,o,?,n,y,?,e
f,?,?,t,n,?,?,?,p,t,?,s,s,?,?,p,w,o,?,k,y,?,e
f,f,?,?,?,f,?,b,h,?,e,?,f,w,?,p,w,?,e,k,s,?,e
x,y,n,t,?,f,c,b,p,?,b,s,s,w,?,?,w,o,p,n,v,d,e
?,f,?,t,n,?,?,b,?,t,?,?,?,g,g,p,w,?,p,k,y,d,e
f,y,e,?,?,f,c,b,n,t,?,s,?,p,?,p,w,o,p,n,y,?,?
x,f,e,?,?,?,c,b,w,?,b,s,s,g,?,?,w,?,p,k,v,?,?
x,?,n,t,n,f,c,b,?,t,b,s,s,g,?,p,w,o,?,n,y,?,?
?,?,n,t,?,f,?,b,w,t,b,?,s,?,w,p,w,o,p,k,y,?,e
?,y,g,t,n,?,c,?,?,t,b,?,s,p,g,?,w,o,p,k,v,?,e
?,f,n,t,n,f,?,?,?,t,?,?,s,?,w,?,w,?,?,k,v,d,e
x,?,e,t,n,?,?,b,?,t,b,s,?,w,w,p,w,o,?,k,y,?,e
x,y,?,?,?,f,c,b,p,t,b,?,s,?,g,p,w,?,p,k,?,?,e
x,y,?,t,n,f,c,b,w,t,b,s,?,?,w,p,w,o,p,k,v,?,e
x,f,e,?,n,?,?,b,?,t,b,s,s,p,w,p,?,o,p,n,y,?,e
?,f,e,t,n,?,?,b,p,?,b,s,?,?,w,p,w,?,p,?,v,d,e
x,f,?,t,n,f,c,b,?,t,b,s,s,g,g,p,?,?,p,n,v,d,e
?,?,n,t,n,f,c,b,p,t,b,?,?,g,?,?,w,o,p,n,y,?,e
x,f,g,t,n,f,?,?,?,?,b,s,?,g,p,p,w,o,p,?,?,?,?
x,f,g,t,?,?,c,b,p,t,b,?,s,p,w,?,?,o,p,k,v,d,?
x,y,?,t,n,?,c,?,u,?,b,?,s,p,g,?,?,?,?,k,?,d,e
x,y,n,t,?,?,c,b,n,t,b,s,s,w,g,p,w,?,?,n,v,d,e
x,f,e,?,n,?,c,b,n,t,b,s,s,g,g,p,w,o,?,?,y,?,?
x,f,e,?,n,f,c,?,w,t,b,s,s,g,?,?,w,?,?,?,y,d,e
?,?,g,t,n,f,c,?,u,t,b,?,?,g,?,p,w,?,p,n,y,?,e
x,f,e,t,n,f,c,b,w,?,b,?,s,p,p,p,w,o,?,?,v,d,e
f,?,n,t,n,f,c,b,n,t,b,s,?,p,w,p,w,o,p,n,?,d,?
