@Relation genericBIFF
@Attribute cap-shape {b,s,c,f,x,k}
@Attribute cap-surface {s,f,g,y}
@Attribute cap-color {p,b,r,c,e,u,w,g,y,n}
@Attribute bruises {t,f}
@Attribute odor {p,a,c,s,f,y,l,m,n}
@Attribute gill-attachment {a,f}
@Attribute gill-spacing {c,w}
@Attribute gill-size {b,n}
@Attribute gill-color {b,e,g,h,k,n,o,p,r,u,w,y}
@Attribute stalk-shape {t,e}
@Attribute stalk-root {b,r,c,e}
@Attribute stalk-surface-above-ring {s,f,y,k}
@Attribute stalk-surface-below-ring {s,f,y,k}
@Attribute stalk-color-above-ring {p,b,c,e,w,g,y,n,o}
@Attribute stalk-color-below-ring {p,b,c,e,w,g,y,n,o}
@Attribute veil-type {p}
@Attribute veil-color {w,y,n,o}
@Attribute ring-number {t,n,o}
@Attribute ring-type {p,e,f,l,n}
@Attribute spore-print-color {r,b,u,w,h,y,k,n,o}
@Attribute population {a,s,c,v,y,n}
@Attribute habitat {p,d,u,g,w,l,m}
@Attribute class {p,e}

@DATA
f,f,e,t,n,f,c,b,n,t,b,s,s,w,p,p,w,o,p,k,v,d,e
x,s,w,f,n,f,w,?,h,t,e,f,s,w,w,p,w,?,e,n,a,g,e
x,f,e,t,n,?,c,b,w,t,b,s,s,w,g,p,w,o,p,n,v,d,e
x,f,n,t,n,f,c,b,p,t,b,s,s,w,p,p,w,o,p,k,v,d,e
x,f,g,t,n,f,c,b,u,t,b,s,s,w,w,p,w,o,p,k,y,d,e
x,f,?,t,n,f,c,b,n,t,b,s,s,p,w,p,w,o,p,n,y,d,e
x,f,y,t,a,f,w,n,w,t,b,s,s,w,w,p,w,o,p,n,v,d,e
x,f,e,t,n,f,c,b,w,t,b,?,?,g,g,p,w,o,p,n,?,d,e
f,s,w,t,p,?,c,n,w,e,e,s,s,w,w,p,w,o,p,n,v,g,p
x,s,w,f,n,?,w,b,h,t,e,f,f,w,w,p,w,o,e,k,s,g,e
x,f,e,t,n,f,c,b,u,t,b,?,s,g,g,p,w,o,p,n,y,d,e
x,y,n,?,n,f,c,b,w,t,b,?,s,p,p,p,w,o,p,k,v,d,e
x,f,w,f,n,f,w,b,h,t,e,f,s,w,w,p,w,o,e,k,a,g,e
x,f,g,t,?,f,c,b,w,t,b,s,s,p,w,p,?,o,p,n,y,d,e
x,s,g,f,n,f,w,b,n,t,e,s,?,w,w,p,w,o,e,n,s,g,e
x,y,e,t,n,f,c,b,w,t,b,?,s,p,g,p,w,?,p,n,y,d,e
x,y,n,t,n,f,c,b,u,t,b,s,s,p,w,?,w,o,p,n,v,d,e
x,s,w,f,n,f,w,b,p,t,e,f,s,w,w,p,w,o,e,k,a,g,e
x,s,n,f,n,f,w,b,n,t,e,s,f,w,w,p,w,o,e,k,a,g,e
x,s,w,f,n,f,w,b,n,t,e,s,s,w,?,?,w,o,e,k,s,g,e
x,s,n,?,n,f,w,b,n,t,e,s,?,w,w,p,w,o,e,k,s,g,e
f,f,?,t,n,f,c,b,n,t,b,s,s,p,g,p,w,o,p,n,y,d,e
f,f,w,f,n,f,w,b,n,t,e,s,f,w,w,p,w,o,e,k,a,g,e
f,f,?,f,n,f,w,b,k,t,e,s,s,w,w,p,w,o,e,k,a,g,e
x,?,e,t,n,f,c,b,w,t,b,s,s,g,g,p,w,o,p,?,v,d,e
x,f,e,?,n,f,c,b,p,t,b,s,s,p,w,p,w,o,p,n,y,d,e
x,y,g,t,n,f,c,b,u,t,b,s,s,w,w,p,w,o,p,n,?,d,e
x,f,e,t,n,f,c,b,p,t,b,s,s,w,g,p,w,o,p,k,y,d,e
f,s,n,f,n,f,w,b,h,t,e,s,s,w,w,p,w,o,e,n,s,g,e
x,s,w,f,n,f,w,b,n,t,e,s,s,w,w,p,w,o,e,k,a,g,e
x,s,w,f,n,f,w,b,h,t,e,?,f,w,w,p,w,o,e,?,?,g,e
x,f,w,f,n,?,w,b,k,t,e,s,s,w,w,p,w,o,e,n,a,g,e
x,f,e,t,n,f,c,b,u,t,b,s,s,g,p,p,w,o,p,?,v,d,e
x,f,n,t,n,f,c,b,u,t,b,s,s,g,g,p,w,o,?,n,y,d,e
f,f,n,t,n,f,c,b,w,t,b,s,s,g,p,p,w,o,p,k,v,d,e
f,f,w,t,l,f,w,n,p,t,b,s,s,w,w,p,w,o,p,n,v,d,e
f,f,w,f,n,f,w,b,k,t,e,f,f,w,w,p,w,?,e,k,a,g,e
f,y,w,t,p,f,c,n,n,e,e,s,s,w,w,p,w,o,p,k,s,g,p
f,f,g,?,n,f,c,b,n,t,b,s,s,g,g,p,w,?,p,k,v,d,e
x,f,n,t,n,f,c,b,w,t,b,s,s,w,g,p,w,o,p,n,v,d,e
x,s,w,f,n,f,w,b,k,t,e,f,f,w,w,p,w,o,?,n,a,g,e
x,f,w,f,n,f,w,b,h,t,e,f,f,w,w,p,?,o,e,n,a,g,e
x,s,n,f,n,f,w,b,h,t,e,s,s,w,w,p,w,o,e,n,a,g,e
x,f,n,f,n,f,w,b,n,t,e,s,s,w,w,p,w,o,e,n,a,g,e
x,s,g,f,n,f,w,b,h,t,e,s,s,w,w,p,w,o,e,n,a,g,?
x,y,n,t,n,f,c,b,w,t,b,s,s,g,g,p,w,o,p,n,v,d,e
x,f,n,t,n,f,c,b,u,t,b,s,s,?,p,p,w,o,p,n,y,d,e
?,s,g,f,n,f,w,b,k,t,e,f,f,w,w,p,w,o,e,?,?,g,e
f,s,n,f,n,f,?,b,n,t,e,f,f,w,w,p,w,o,e,k,?,g,e
x,s,g,?,n,f,w,b,p,t,e,f,?,w,w,p,w,o,e,n,s,g,e
f,f,g,t,n,f,c,b,n,t,b,s,?,p,w,p,w,o,p,k,y,d,e
x,s,w,f,n,f,w,b,h,t,e,f,f,w,w,p,w,o,e,n,a,g,e
f,f,n,f,n,f,w,b,k,t,e,s,f,w,w,p,w,o,e,n,a,g,e
f,s,w,f,n,f,w,b,h,t,e,f,s,w,w,p,w,o,e,k,s,g,e
x,f,?,f,n,f,w,b,?,t,e,s,s,w,w,p,w,o,e,?,s,g,e
f,f,n,f,n,f,w,b,k,t,e,s,s,w,w,p,w,o,e,n,a,g,e
f,?,n,f,n,f,w,b,p,t,e,f,f,w,w,p,w,o,e,k,a,?,e
x,f,n,t,n,f,c,b,w,t,b,s,s,w,p,p,w,o,p,n,v,d,e
f,s,g,f,n,f,w,b,h,t,?,s,f,w,w,p,w,o,e,k,a,g,e
f,s,w,f,n,f,w,b,n,t,e,f,f,w,w,p,w,o,e,n,s,g,e
x,y,e,t,n,f,c,b,p,?,b,s,s,g,w,p,?,o,p,k,v,d,e
x,y,g,t,n,f,c,b,u,t,b,s,s,g,g,p,w,o,p,k,v,d,e
x,y,e,t,n,f,c,b,n,t,b,s,s,g,p,p,w,o,p,k,v,d,e
x,f,g,f,n,?,w,b,h,t,e,s,s,w,w,p,w,o,e,k,s,g,e
f,f,g,f,?,f,w,b,p,t,e,f,s,w,w,p,w,o,e,?,a,g,e
f,y,y,t,?,f,c,b,p,e,r,s,y,w,w,p,w,o,p,?,y,g,e
f,y,w,t,p,f,c,n,w,e,e,?,s,w,w,p,w,o,p,k,v,u,p
f,s,n,f,n,f,w,b,h,t,e,f,f,w,w,p,w,o,e,k,a,g,?
f,f,n,f,n,f,w,b,k,t,e,s,f,w,?,p,?,o,e,k,s,g,e
f,f,n,t,n,f,c,b,p,t,b,s,s,g,w,p,w,o,p,k,v,d,e
x,f,e,t,n,f,c,b,u,t,b,s,s,g,w,p,?,o,p,k,y,d,e
f,f,g,f,n,f,w,b,p,t,e,s,s,w,w,p,w,o,e,n,a,g,e
x,f,n,f,n,f,w,b,n,t,e,f,?,w,w,p,w,o,e,k,s,g,e
x,f,g,f,n,?,w,b,h,t,e,f,f,w,w,p,w,o,e,n,s,g,e
x,?,e,t,n,f,c,b,w,t,b,s,s,?,w,?,?,o,p,n,v,d,e
f,f,n,t,n,f,c,b,w,t,b,s,s,g,w,p,w,o,p,k,v,d,e
x,f,n,f,n,f,w,b,p,t,e,s,f,w,w,?,w,o,e,k,s,g,e
x,f,n,f,n,f,w,b,p,t,e,s,f,w,w,p,w,o,e,k,a,?,e
f,s,w,f,n,f,w,b,h,t,e,s,f,w,w,p,w,o,e,k,s,g,e
f,s,g,f,n,f,w,b,p,t,e,s,s,w,w,p,w,o,e,k,?,g,e
f,y,w,t,p,f,c,n,w,e,e,s,s,w,w,p,w,o,p,k,s,u,p
b,s,w,t,a,f,c,b,k,e,c,s,s,w,w,p,w,o,p,n,s,?,?
x,f,n,t,?,f,c,b,w,t,b,s,s,g,w,p,w,o,p,n,v,d,e
f,f,?,f,n,f,w,b,k,t,e,f,f,w,w,p,w,o,e,k,a,g,e
x,f,n,f,n,f,w,b,k,t,e,f,s,w,w,p,w,o,e,n,s,g,e
x,s,n,?,n,f,w,b,k,t,e,s,f,w,w,p,w,o,e,n,s,g,e
?,s,w,t,l,f,w,n,n,t,b,s,s,w,w,p,w,o,p,u,v,d,e
x,f,w,f,n,f,w,b,?,t,e,s,s,?,w,p,w,o,e,n,a,g,e
x,s,w,f,n,?,w,b,h,t,e,f,s,w,w,p,w,o,e,k,a,g,e
x,s,g,f,n,?,w,b,k,t,?,f,s,w,w,p,w,o,e,k,s,g,e
x,y,e,t,n,f,c,b,p,t,b,s,s,w,p,p,w,o,p,k,v,d,e
f,f,n,t,n,f,c,b,n,t,b,s,s,g,p,p,w,o,p,k,v,?,e
x,f,n,t,n,f,c,b,n,t,?,s,s,w,w,p,w,o,p,k,?,d,e
f,f,w,f,n,f,w,?,k,t,e,s,s,w,w,p,w,o,e,k,s,g,e
f,s,n,f,n,f,?,b,n,t,e,f,s,w,w,p,w,o,e,n,s,g,e
f,s,w,t,p,f,c,n,k,e,e,s,s,w,w,p,w,o,p,n,v,u,p
f,f,n,f,n,f,w,b,p,t,e,f,f,w,w,p,w,o,e,n,s,g,?
?,?,g,t,n,f,c,b,w,t,b,s,s,g,g,p,w,o,p,n,y,d,e
x,?,g,t,n,f,c,b,n,t,b,?,s,g,g,p,w,o,p,?,v,d,e
x,f,g,?,n,f,w,b,p,t,e,s,s,w,w,p,w,o,?,n,a,g,e
x,f,g,t,n,f,c,b,w,t,b,s,s,p,p,p,w,o,p,n,v,d,e
x,y,e,t,n,f,c,b,u,t,b,s,s,p,p,p,w,o,p,n,v,d,e
x,?,g,t,n,f,c,b,p,t,b,s,s,g,p,p,w,o,p,k,y,d,e
x,f,g,t,n,f,c,b,u,t,b,s,s,p,w,p,w,o,?,n,v,d,e
x,f,n,t,n,f,c,b,p,t,b,s,s,p,g,p,w,?,p,k,v,d,?
x,s,w,t,p,f,c,n,p,e,e,s,s,w,w,p,w,o,p,k,v,g,p
x,f,n,f,n,?,w,b,k,t,e,s,s,w,w,p,w,o,e,k,s,g,e
x,y,n,t,n,f,c,b,w,t,b,s,s,p,p,p,w,o,p,n,?,d,e
x,f,g,t,n,f,c,b,p,t,b,s,s,w,g,p,w,o,p,n,y,d,e
f,y,n,t,p,f,c,n,w,e,e,s,s,w,w,p,w,?,p,n,s,g,p
x,f,g,?,?,f,c,b,u,t,b,s,s,w,g,p,w,o,?,k,y,d,e
x,f,g,f,n,f,w,b,h,t,e,s,f,w,w,p,w,o,e,k,s,g,e
x,?,e,t,n,f,c,b,u,t,b,s,s,g,g,p,w,o,p,k,v,d,e
f,f,n,f,n,f,w,b,k,t,e,f,s,w,w,p,w,o,e,n,s,g,e
f,s,w,f,n,f,w,?,h,t,e,f,f,w,w,p,w,o,e,n,a,g,e
f,s,n,f,n,f,w,b,p,t,e,s,s,w,w,p,w,o,e,k,s,g,?
x,y,e,t,n,f,c,b,?,t,b,s,s,w,g,p,w,o,p,n,v,d,e
f,s,n,f,n,f,w,b,k,t,e,f,f,w,w,p,w,?,e,k,s,g,e
?,f,n,?,n,f,c,b,n,t,b,s,s,p,p,?,w,o,p,n,v,d,e
f,s,w,f,n,f,w,b,h,t,e,s,?,w,w,p,w,o,e,k,s,g,e
x,f,n,f,n,f,w,b,k,t,e,f,f,w,w,p,w,o,e,k,a,g,e
f,f,n,f,n,f,w,b,?,?,e,s,f,w,w,p,w,o,e,n,s,g,e
x,s,n,?,p,f,c,n,w,e,e,s,?,?,w,p,w,?,p,k,v,u,p
x,f,n,t,n,f,c,b,p,t,b,s,s,w,w,p,w,o,?,k,y,d,e
f,s,n,f,n,f,w,b,k,t,e,?,s,w,w,p,w,o,e,n,s,g,e
f,y,w,t,?,f,c,n,n,e,e,s,s,w,w,p,w,o,?,n,s,g,p
x,f,n,t,n,f,c,b,n,t,b,s,s,?,g,p,w,o,p,n,v,d,e
x,f,g,t,n,f,c,b,u,t,b,s,s,w,p,p,w,o,p,n,y,d,e
f,f,n,f,n,f,?,b,p,t,e,f,?,w,w,p,w,o,e,n,a,g,?
x,f,e,t,n,f,c,b,p,t,?,s,s,g,g,p,w,o,p,k,v,d,e
f,f,w,f,n,f,w,b,p,t,e,s,s,w,w,p,w,o,e,?,s,g,e
x,f,w,f,n,f,w,b,h,t,e,f,f,w,w,p,w,o,e,k,s,g,e
x,y,w,t,l,f,c,b,k,e,c,s,s,w,w,p,w,o,p,k,n,m,e
x,?,w,f,n,f,w,b,p,t,e,f,s,w,w,p,w,o,e,n,s,g,e
x,y,g,t,n,f,c,b,u,t,b,s,s,p,g,p,w,o,p,n,v,d,e
x,f,g,t,n,f,c,b,n,t,b,?,s,g,w,p,w,o,p,k,?,d,e
?,?,g,f,n,f,w,b,n,t,e,f,s,w,w,p,w,o,e,n,a,g,e
f,y,w,t,p,f,c,n,n,e,e,s,s,w,w,p,w,o,p,n,s,u,?
x,f,e,t,?,?,c,?,w,t,b,s,s,w,p,p,?,o,p,n,v,d,e
f,s,n,?,p,f,c,n,n,e,e,s,s,w,w,p,w,o,p,?,s,u,p
f,y,n,t,p,f,c,n,w,e,e,s,s,?,w,p,w,o,p,n,v,g,?
x,f,g,t,n,f,c,b,p,t,b,s,s,p,p,p,w,o,?,n,?,d,e
f,s,n,f,n,f,w,b,h,t,e,s,f,w,w,p,w,o,e,n,a,g,e
x,f,g,t,n,f,c,b,p,t,b,s,s,g,w,p,w,o,p,n,y,d,e
x,f,n,f,n,f,w,b,h,t,e,s,f,w,w,p,w,o,e,k,a,?,e
x,f,n,t,n,f,c,b,w,t,b,s,s,p,g,p,w,o,p,n,y,d,e
f,s,n,f,n,f,w,b,p,t,e,f,s,w,w,p,w,o,e,n,s,g,e
f,f,n,f,n,f,w,b,p,t,e,s,f,w,w,p,w,o,e,k,a,g,e
x,s,n,f,n,f,w,b,k,t,e,f,f,w,w,p,?,o,?,k,a,g,e
x,s,n,f,?,f,w,b,k,t,e,s,f,w,w,p,?,o,e,k,s,g,e
x,f,n,t,n,f,?,b,w,t,b,s,s,g,g,p,w,o,p,n,v,d,e
x,y,e,t,n,f,c,b,u,t,b,s,s,g,w,p,?,o,p,n,v,?,e
f,s,n,f,n,f,w,b,k,t,e,f,f,?,w,p,w,o,e,k,a,g,e
x,f,n,t,n,f,c,b,w,t,b,s,s,g,g,p,w,o,p,k,y,d,e
f,y,w,t,p,f,c,n,w,e,e,?,s,w,w,p,w,o,p,n,v,u,p
x,y,y,t,l,f,c,b,n,e,r,s,y,w,w,p,w,o,p,n,s,g,e
f,s,n,t,p,f,c,n,p,e,e,s,s,w,?,p,?,?,p,k,s,g,p
f,f,?,f,n,f,w,b,h,t,e,f,?,w,w,p,w,o,e,n,s,g,e
f,?,n,f,?,f,w,b,n,t,e,f,f,w,w,p,?,?,e,k,a,g,e
f,s,?,t,p,f,c,n,?,e,e,s,s,w,w,p,w,o,p,n,v,g,p
x,s,n,f,n,f,w,b,k,t,e,f,f,w,w,p,w,o,e,n,a,g,e
x,f,n,f,?,f,w,b,n,t,e,s,f,w,w,p,w,o,e,k,s,g,e
x,f,e,t,n,f,?,b,u,t,b,s,s,g,w,p,w,o,p,k,v,d,e
f,f,n,f,n,f,w,b,k,t,e,s,s,w,w,p,w,o,e,k,a,g,e
x,f,w,f,n,f,w,b,k,t,e,?,s,w,w,p,w,o,?,n,s,g,e
f,s,g,f,n,f,w,b,p,t,e,f,s,w,w,p,w,o,e,n,a,g,e
f,f,w,f,n,f,w,b,h,t,e,f,s,w,w,p,w,o,e,k,s,g,e
f,s,y,t,a,f,w,n,n,t,b,s,s,w,w,p,?,o,p,n,v,d,e
f,?,w,t,?,f,w,?,n,t,b,s,s,w,w,p,w,o,p,n,v,d,e
f,f,n,f,n,f,w,b,p,t,e,s,f,w,w,p,w,o,e,n,a,g,e
x,f,n,t,n,f,c,b,u,t,b,s,s,w,w,p,w,o,?,n,y,d,e
x,y,?,t,n,?,c,b,n,t,b,s,s,g,p,p,w,o,p,k,y,d,e
x,f,n,t,n,f,c,b,u,t,b,s,s,w,g,p,w,o,p,n,y,?,e
x,f,n,f,n,f,w,b,k,t,e,s,f,w,w,?,w,o,e,k,s,g,e
x,f,g,t,n,f,c,b,u,t,b,s,?,?,w,p,w,?,p,n,y,?,e
x,f,n,t,n,f,c,b,n,t,b,s,s,p,p,p,w,o,p,k,v,d,e
x,f,g,f,n,f,w,b,p,t,e,f,s,w,w,p,w,o,e,k,a,g,?
x,f,n,t,n,f,c,b,n,t,b,s,s,w,p,p,w,o,p,n,v,d,e
x,s,n,f,n,f,w,b,h,t,e,f,f,w,w,p,w,o,e,k,a,g,e
?,y,w,t,l,f,c,b,k,e,c,s,s,w,w,p,w,o,?,k,s,m,e
x,y,e,t,n,f,c,b,u,t,b,s,s,w,p,p,w,o,p,k,?,d,e
f,s,n,f,n,f,w,?,h,t,e,s,f,w,w,p,w,o,e,n,s,g,e
x,f,e,t,n,f,c,b,w,t,b,s,s,p,p,?,w,o,p,k,?,d,e
f,y,n,t,n,f,c,b,p,t,b,s,s,g,g,p,w,o,p,?,y,d,e
x,y,g,t,n,f,c,b,u,t,b,s,s,p,g,p,w,o,p,k,v,d,e
x,s,g,f,n,f,w,b,p,t,e,s,s,?,w,p,w,o,e,n,a,?,e
x,s,n,f,n,f,w,b,k,t,e,f,s,w,w,p,w,o,e,k,s,g,e
x,f,g,f,n,f,w,b,p,t,e,f,f,w,w,p,w,o,e,n,a,g,?
x,s,?,f,n,f,w,b,n,t,e,s,s,w,w,p,w,o,e,k,a,g,e
x,y,e,t,n,f,c,b,w,t,b,s,s,w,p,p,w,o,p,k,y,d,e
f,f,g,t,n,f,c,b,w,t,b,s,s,p,w,p,w,o,p,n,y,d,e
f,f,n,t,n,f,c,b,n,?,b,s,?,p,w,p,w,o,p,k,y,d,?
x,f,n,f,n,f,w,b,k,t,e,f,f,w,w,p,w,o,e,n,s,g,e
f,s,n,f,n,f,w,b,?,t,e,s,f,w,w,p,w,?,e,n,s,g,e
x,f,w,f,n,f,w,b,n,t,e,s,s,w,w,?,w,o,e,k,s,g,e
x,?,y,t,a,f,c,b,p,e,r,s,y,w,w,p,w,o,p,n,s,p,e
x,f,e,t,n,f,c,b,u,t,?,s,s,w,p,p,w,o,p,n,v,d,e
x,f,n,f,n,f,w,b,h,?,e,f,s,w,w,p,w,o,e,k,s,?,e
?,y,n,t,n,f,c,b,p,t,b,s,s,w,g,p,w,o,p,k,v,d,e
?,f,g,t,n,f,c,b,n,t,b,s,s,w,p,p,w,o,p,n,y,d,e
x,f,w,f,n,f,w,b,k,t,e,f,s,w,w,p,w,o,e,n,a,g,e
x,y,w,t,a,f,c,b,k,e,c,?,s,w,w,p,w,o,p,k,s,m,e
x,s,n,f,?,f,?,b,p,t,e,s,s,w,w,p,w,o,e,n,s,g,e
f,s,?,f,n,f,w,b,p,t,e,?,s,w,w,p,w,o,e,n,a,g,e
f,f,n,t,?,f,c,b,u,t,b,s,s,g,w,p,w,o,p,n,v,d,e
f,f,w,f,n,f,w,b,k,t,?,f,f,w,w,p,w,o,e,k,s,g,e
?,f,g,t,n,f,c,b,u,t,b,s,s,g,p,p,w,o,p,n,v,d,e
x,f,n,t,?,f,?,b,p,t,b,s,s,w,g,p,w,o,p,n,y,d,e
x,f,w,f,n,f,w,b,p,t,e,s,?,w,w,p,w,o,e,n,a,g,e
x,s,w,t,a,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,n,m,e
f,s,g,f,n,f,w,b,n,t,e,f,s,w,w,p,w,o,e,n,s,g,e
f,y,n,t,p,f,c,n,n,e,e,s,s,w,?,p,w,?,p,n,v,g,p
f,f,g,f,?,f,w,b,p,?,e,?,s,w,w,p,w,o,e,n,s,g,e
x,f,n,t,n,f,c,b,n,t,b,s,s,p,w,p,w,o,p,n,v,d,e
x,?,w,f,n,f,w,b,n,t,e,s,f,w,w,p,w,o,e,n,s,g,e
x,y,?,t,n,f,c,b,u,t,b,s,s,p,w,p,w,o,p,k,v,d,e
x,y,e,t,n,f,c,b,p,t,b,s,s,p,p,p,w,o,p,n,v,d,e
f,s,n,t,p,f,c,n,n,e,e,s,s,w,w,p,w,o,p,k,v,u,?
f,s,g,f,n,f,w,b,p,t,e,s,s,w,w,p,w,o,e,?,a,g,e
x,f,g,t,n,f,c,b,n,t,b,s,s,w,g,p,w,o,p,k,y,d,e
f,f,g,t,n,f,c,b,n,t,b,s,s,g,p,p,w,o,p,k,y,d,e
x,f,g,t,n,f,c,b,n,t,b,s,s,w,g,p,w,o,p,k,v,d,e
x,f,g,t,n,f,c,b,w,t,b,s,s,p,p,p,?,o,p,n,y,d,e
x,f,n,t,n,f,c,b,u,t,?,s,s,p,g,p,w,o,p,k,y,d,e
x,s,w,t,p,f,c,n,p,e,e,s,s,w,w,p,w,o,p,n,v,u,p
x,s,y,t,l,f,c,b,k,e,?,s,s,w,w,p,w,?,p,k,n,m,e
x,f,n,t,n,?,c,b,n,t,?,s,s,p,p,p,w,o,p,n,v,d,e
f,y,n,t,n,f,c,b,w,t,?,s,s,?,w,p,w,o,p,n,y,d,e
x,s,g,f,n,f,w,b,n,t,e,f,f,w,w,p,w,?,e,n,s,g,?
x,y,e,t,n,f,c,b,u,t,b,s,s,w,?,p,w,?,p,n,y,d,e
x,f,g,f,?,?,w,b,k,t,e,f,s,w,w,p,w,o,e,n,s,g,e
f,s,w,f,n,f,w,b,p,t,e,f,s,w,w,p,w,o,e,n,s,g,e
x,f,n,t,n,f,c,b,n,t,b,s,?,g,g,p,w,o,p,n,v,d,e
f,f,n,t,n,f,c,b,u,t,?,s,s,w,p,p,w,o,p,n,v,d,e
f,f,g,f,n,f,w,b,n,t,e,s,f,w,w,p,w,o,e,k,s,g,e
f,f,g,f,n,f,w,b,n,t,?,s,s,w,w,p,w,o,e,k,s,g,e
f,f,n,f,n,f,w,b,h,t,e,f,f,w,w,p,w,o,e,n,s,g,e
x,f,g,t,n,f,c,b,p,t,b,s,s,g,w,p,w,o,p,?,y,d,e
x,f,e,t,n,f,c,b,n,t,b,s,s,p,g,p,w,o,p,n,y,d,e
f,y,n,t,p,f,c,n,p,e,e,?,s,?,w,p,w,o,p,k,s,u,p
x,y,g,t,?,f,c,b,p,t,b,s,s,g,g,p,w,o,p,k,?,d,e
x,s,w,f,n,f,w,b,k,?,e,s,f,w,w,p,w,o,e,n,a,g,?
b,s,w,t,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,?,s,m,e
x,s,w,f,n,f,w,b,?,t,e,f,?,w,w,p,w,o,e,n,s,g,?
f,f,n,f,n,f,w,b,k,t,e,?,f,w,?,p,w,o,e,?,s,g,e
x,y,g,t,n,f,c,b,p,t,?,s,s,g,w,?,w,o,p,k,y,d,e
f,f,g,t,n,f,c,b,n,t,b,s,s,w,w,p,w,o,p,n,v,d,e
x,f,g,?,n,f,w,b,p,t,e,f,?,w,w,p,w,o,e,k,?,g,e
x,s,w,t,p,f,c,n,n,e,e,s,?,w,w,p,?,o,p,k,s,g,p
x,s,n,f,n,f,w,b,k,t,e,s,s,w,w,?,w,o,e,n,a,g,e
x,y,g,t,n,f,c,b,p,t,b,s,s,w,g,p,w,o,p,k,y,d,e
f,f,g,t,n,f,c,b,p,t,b,s,s,w,w,p,w,o,p,n,v,d,e
x,y,n,t,n,f,c,b,w,t,b,s,s,p,w,p,w,o,p,n,v,d,e
x,f,e,t,n,f,c,b,p,t,b,s,s,p,g,p,w,o,p,n,y,d,e
?,f,n,t,n,?,?,b,w,t,b,s,s,g,p,p,w,o,p,n,y,d,e
x,f,?,t,n,?,c,b,u,t,b,s,s,g,g,p,w,o,p,k,y,d,e
f,f,n,t,n,f,c,b,p,t,b,s,s,w,w,p,w,o,p,n,v,d,e
x,y,e,t,n,f,c,b,u,t,b,s,s,p,p,p,w,o,p,k,y,d,e
x,f,g,t,n,f,c,b,w,t,b,s,s,p,w,p,w,o,p,k,v,d,e
f,f,g,t,n,f,c,b,p,t,b,s,s,w,w,p,w,o,p,k,v,?,e
x,f,e,t,n,f,c,b,w,t,b,s,s,g,w,p,w,o,p,k,v,d,e
x,y,e,?,?,f,c,b,u,t,b,s,s,g,p,p,w,o,p,n,v,d,e
x,s,w,t,p,f,c,n,w,e,e,?,s,?,?,p,w,o,p,?,v,g,p
x,f,e,t,n,f,c,b,n,t,b,s,s,p,g,p,w,o,p,n,v,d,e
x,y,g,t,n,f,c,b,p,t,b,s,s,w,w,p,w,o,p,k,v,d,e
x,f,n,t,n,f,?,b,p,t,b,s,s,g,g,p,w,o,p,n,y,d,e
x,y,e,t,n,f,c,b,w,t,b,s,?,w,g,p,w,o,p,k,y,d,e
x,y,g,t,n,f,c,b,n,t,b,s,s,g,p,p,w,o,p,k,v,d,e
x,f,g,t,n,f,c,b,n,t,b,s,s,p,p,p,w,o,p,k,v,d,?
x,y,g,t,n,f,c,b,u,t,b,s,s,g,w,p,w,o,p,k,v,d,e
x,f,e,t,n,f,c,b,p,t,b,s,s,w,w,p,w,o,p,n,y,d,e
f,y,e,t,n,f,c,b,?,t,b,s,s,w,w,p,w,o,p,n,y,d,e
f,f,n,t,n,f,c,b,p,t,b,s,s,g,p,p,w,o,p,k,v,d,e
x,f,n,t,?,f,c,b,u,t,b,s,s,w,p,p,w,o,p,k,v,d,e
f,y,g,t,n,f,c,b,w,t,?,s,s,p,p,p,w,?,p,k,v,d,e
x,y,e,t,n,f,c,b,u,t,b,s,s,p,g,?,w,o,p,n,v,d,e
x,f,g,t,n,f,c,b,p,t,b,s,s,g,g,p,w,o,p,n,y,d,e
x,?,g,t,n,f,c,b,n,t,b,s,s,w,p,p,w,o,p,k,v,d,e
x,f,g,f,f,f,c,b,p,e,b,k,k,b,b,p,w,o,l,h,y,g,p
f,s,w,t,p,f,c,n,p,e,e,s,s,w,w,p,w,o,?,k,s,g,p
x,f,e,t,n,f,c,b,n,t,b,s,s,p,?,p,w,o,p,k,v,d,e
x,f,w,f,?,f,w,b,h,t,e,?,s,w,w,p,w,o,e,n,s,g,e
x,y,n,t,n,f,c,b,?,t,b,?,s,g,w,p,w,o,p,n,v,d,e
f,f,n,t,n,f,c,b,n,t,b,s,s,g,w,p,w,o,p,n,y,d,e
x,f,n,?,n,f,c,b,w,t,b,s,s,p,g,p,w,o,p,n,v,d,e
?,y,g,t,n,f,c,b,u,t,b,s,s,p,w,p,w,o,p,n,y,d,e
x,y,g,t,n,f,c,b,w,t,b,s,s,g,?,?,w,o,p,n,v,d,e
?,f,e,t,n,f,?,b,u,t,b,s,s,w,p,?,w,o,p,k,v,d,e
?,y,n,t,n,f,c,b,n,t,b,s,s,w,g,p,w,o,p,n,y,d,e
x,f,g,t,?,f,c,b,w,t,b,?,s,p,g,p,w,o,p,k,y,d,e
x,f,e,t,n,f,c,b,w,t,b,s,s,p,w,p,w,o,p,k,v,d,e
x,y,e,t,n,f,c,b,u,t,b,s,s,w,g,p,w,o,p,k,v,d,e
